Conference,Year,Filename,Title,Authors,Category,PDF_URL
AAAI,2024,a_multimodal_contrastive_diffusion_model_for_therapeutic_peptide_generation__179a9e55.pdf,A Multi-Modal Contrastive Diffusion Model for Therapeutic Peptide Generation,"Yongkang  Wang, Xuan Liu, Feng Huang, Zhankun Xiong, Wen Zhang",AAAI Technical Track on Application Domains,https://ojs.aaai.org/index.php/AAAI/article/view/27749/27541
AAAI,2024,towards_automated_riscv_microarchitecture_design_with_reinforcement_learning__5c1450c0.pdf,Towards Automated RISC-V Microarchitecture Design with Reinforcement Learning,"Chen Bai, Jianwang Zhai, Yuzhe Ma, Bei Yu, Martin D. F. Wong",AAAI Technical Track on Application Domains,https://ojs.aaai.org/index.php/AAAI/article/view/27750/27543
AAAI,2024,generating_novel_leads_for_drug_discovery_using_llms_with_logical_feedback__f63a115f.pdf,Generating Novel Leads for Drug Discovery Using LLMs with Logical Feedback,"Shreyas Bhat Brahmavar, Ashwin Srinivasan, Tirtharaj Dash, Sowmya Ramaswamy Krishnan, Lovekesh Vig, Arijit Roy, Raviprasad Aduri",AAAI Technical Track on Application Domains,https://ojs.aaai.org/index.php/AAAI/article/view/27751/27545
AAAI,2024,sega_preferenceaware_selfcontrastive_learning_with_prompts_for_anomalous_user_detection_on_twitter__8995756f.pdf,SeGA: Preference-Aware Self-Contrastive Learning with Prompts for Anomalous User Detection on Twitter,"Ying-Ying Chang, Wei-Yao Wang, Wen-Chih Peng",AAAI Technical Track on Application Domains,https://ojs.aaai.org/index.php/AAAI/article/view/27752/27547
AAAI,2024,neural_embeddings_for_knn_search_in_biological_sequence__835086d5.pdf,Neural Embeddings for kNN Search in Biological Sequence,"Zhihao Chang, Linzhu Yu, Yanchao Xu, Wentao Hu",AAAI Technical Track on Application Domains,https://ojs.aaai.org/index.php/AAAI/article/view/27753/27549
AAAI,2024,irebalance_personalized_vehicle_repositioning_for_supply_demand_balance__566294d7.pdf,i-Rebalance: Personalized Vehicle Repositioning for Supply Demand Balance,"Haoyang Chen, Peiyan Sun, Qiyuan Song, Wanyuan Wang, Weiwei Wu, Wencan Zhang, Guanyu Gao, Yan Lyu",AAAI Technical Track on Application Domains,https://ojs.aaai.org/index.php/AAAI/article/view/27754/27550
AAAI,2024,ginsd_source_detection_in_graphs_with_incomplete_nodes_via_positional_encoding_and_attentive_fusion__42ebdc4d.pdf,GIN-SD: Source Detection in Graphs with Incomplete Nodes via Positional Encoding and Attentive Fusion,"Le Cheng, Peican Zhu, Keke Tang, Chao Gao, Zhen Wang",AAAI Technical Track on Application Domains,https://ojs.aaai.org/index.php/AAAI/article/view/27755/27551
AAAI,2024,deep_quantum_error_correction__f39f527d.pdf,Deep Quantum Error Correction,"Yoni Choukroun, Lior Wolf",AAAI Technical Track on Application Domains,https://ojs.aaai.org/index.php/AAAI/article/view/27756/27553
AAAI,2024,propagation_tree_is_not_deep_adaptive_graph_contrastive_learning_approach_for_rumor_detection__7cfae703.pdf,Propagation Tree Is Not Deep: Adaptive Graph Contrastive Learning Approach for Rumor Detection,"Chaoqun Cui, Caiyan Jia",AAAI Technical Track on Application Domains,https://ojs.aaai.org/index.php/AAAI/article/view/27757/27555
AAAI,2024,prompt_to_transfer_simtoreal_transfer_for_traffic_signal_control_with_prompt_learning__ccd14d4a.pdf,Prompt to Transfer: Sim-to-Real Transfer for Traffic Signal Control with Prompt Learning,"Longchao Da, Minquan Gao, Hao Mei, Hua Wei",AAAI Technical Track on Application Domains,https://ojs.aaai.org/index.php/AAAI/article/view/27758/27557
AAAI,2024,multitarget_devicefree_localization_via_crossdomain_wifi_rss_training_data_and_attentional_prior_fusion__b3678d18.pdf,Multitarget Device-Free Localization via Cross-Domain Wi-Fi RSS Training Data and Attentional Prior Fusion,"Na Fan, Zeyue Tian, Amartansh Dubey, Samruddhi Deshmukh, Ross Murch, Qifeng Chen",AAAI Technical Track on Application Domains,https://ojs.aaai.org/index.php/AAAI/article/view/27759/27559
AAAI,2024,heterogeneous_graph_reasoning_for_fact_checking_over_texts_and_tables__fe026a89.pdf,Heterogeneous Graph Reasoning for Fact Checking over Texts and Tables,"Haisong Gong, Weizhi Xu, Shu Wu, Qiang Liu, Liang Wang",AAAI Technical Track on Application Domains,https://ojs.aaai.org/index.php/AAAI/article/view/27760/27561
AAAI,2024,textguided_molecule_generation_with_diffusion_language_model__b1c908d3.pdf,Text-Guided Molecule Generation with Diffusion Language Model,"Haisong Gong, Qiang Liu, Shu Wu, Liang Wang",AAAI Technical Track on Application Domains,https://ojs.aaai.org/index.php/AAAI/article/view/27761/27563
AAAI,2024,adversarial_robust_safeguard_for_evading_deep_facial_manipulation__a5c7bab8.pdf,Adversarial Robust Safeguard for Evading Deep Facial Manipulation,"Jiazhi Guan, Yi Zhao, Zhuoer Xu, Changhua Meng, Ke Xu, Youjian Zhao",AAAI Technical Track on Application Domains,https://ojs.aaai.org/index.php/AAAI/article/view/27762/27565
AAAI,2024,flightbert_a_nonautoregressive_multihorizon_flight_trajectory_prediction_framework__65509f5d.pdf,FlightBERT++: A Non-autoregressive Multi-Horizon Flight Trajectory Prediction Framework,"Dongyue Guo, Zheng Zhang, Zhen Yan, Jianwei Zhang, Yi Lin",AAAI Technical Track on Application Domains,https://ojs.aaai.org/index.php/AAAI/article/view/27763/27567
