Conference,Year,Filename,Title,Authors,Category,PDF_URL
ICML,2014,a_discriminative_latent_variable_model_for_online_clustering__b1d2edee.pdf,A Discriminative Latent Variable Model for Online Clustering,"Rajhans Samdani, Kai-Wei Chang, Dan Roth",None,http://proceedings.mlr.press/v32/samdani14.pdf
ICML,2014,kernel_mean_estimation_and_stein_effect__9781773b.pdf,Kernel Mean Estimation and Stein Effect,"Krikamol Muandet, Kenji Fukumizu, Bharath Sriperumbudur, Arthur Gretton, Bernhard Schoelkopf",None,http://proceedings.mlr.press/v32/muandet14.pdf
ICML,2014,demystifying_informationtheoretic_clustering__26849cb2.pdf,Demystifying Information-Theoretic Clustering,"Greg Ver Steeg, Aram Galstyan, Fei Sha, Simon DeDeo",None,http://proceedings.mlr.press/v32/steeg14.pdf
ICML,2014,covering_number_for_efficient_heuristicbased_pomdp_planning__09772bb9.pdf,Covering Number for Efficient Heuristic-based POMDP Planning,"Zongzhang Zhang, David Hsu, Wee Sun Lee",None,http://proceedings.mlr.press/v32/zhanga14.pdf
ICML,2014,the_coherent_loss_function_for_classification__45340c7a.pdf,The Coherent Loss Function for Classification,"Wenzhuo Yang, Melvyn Sim, Huan Xu",None,http://proceedings.mlr.press/v32/yanga14.pdf
ICML,2014,fast_stochastic_alternating_direction_method_of_multipliers__0aaa4eb1.pdf,Fast Stochastic Alternating Direction Method of Multipliers,"Wenliang Zhong, James Kwok",None,http://proceedings.mlr.press/v32/zhong14.pdf
ICML,2014,active_detection_via_adaptive_submodularity__f49d47b9.pdf,Active Detection via Adaptive Submodularity,"Yuxin Chen, Hiroaki Shioi, Cesar Fuentes Montesinos, Lian Pin Koh, Serge Wich, Andreas Krause",None,http://proceedings.mlr.press/v32/chena14.pdf
ICML,2014,accelerated_proximal_stochastic_dual_coordinate_ascent_for_regularized_loss_minimization__d88fb282.pdf,Accelerated Proximal Stochastic Dual Coordinate Ascent for Regularized Loss Minimization,"Shai Shalev-Shwartz, Tong Zhang",None,http://proceedings.mlr.press/v32/shalev-shwartz14.pdf
ICML,2014,an_adaptive_accelerated_proximal_gradient_method_and_its_homotopy_continuation_for_sparse_optimization__fa201fdd.pdf,An Adaptive Accelerated Proximal Gradient Method and its Homotopy Continuation for Sparse Optimization,"Qihang Lin, Lin Xiao",None,http://proceedings.mlr.press/v32/lin14.pdf
ICML,2014,recurrent_convolutional_neural_networks_for_scene_labeling__88e40b0c.pdf,Recurrent Convolutional Neural Networks for Scene Labeling,"Pedro Pinheiro, Ronan Collobert",None,http://proceedings.mlr.press/v32/pinheiro14.pdf
ICML,2014,a_statistical_perspective_on_algorithmic_leveraging__0326b097.pdf,A Statistical Perspective on Algorithmic Leveraging,"Ping Ma, Michael Mahoney, Bin Yu",None,http://proceedings.mlr.press/v32/ma14.pdf
ICML,2014,thompson_sampling_for_complex_online_problems__af10d7f0.pdf,Thompson Sampling for Complex Online Problems,"Aditya Gopalan, Shie Mannor, Yishay Mansour",None,http://proceedings.mlr.press/v32/gopalan14.pdf
ICML,2014,boosting_multistep_autoregressive_forecasts__20531e8e.pdf,Boosting multi-step autoregressive forecasts,"Souhaib Ben Taieb, Rob Hyndman",None,http://proceedings.mlr.press/v32/taieb14.pdf
ICML,2014,a_statistical_convergence_perspective_of_algorithms_for_rank_aggregation_from_pairwise_data__22bf17de.pdf,A Statistical Convergence Perspective of Algorithms for Rank Aggregation from Pairwise Data,"Arun Rajkumar, Shivani Agarwal",None,http://proceedings.mlr.press/v32/rajkumar14.pdf
ICML,2014,scaling_up_approximate_value_iteration_with_options_better_policies_with_fewer_iterations__c1b76800.pdf,Scaling Up Approximate Value Iteration with Options: Better Policies with Fewer Iterations,"Timothy Mann, Shie Mannor",None,http://proceedings.mlr.press/v32/mann14.pdf
ICML,2014,latent_bandits__78f9cb73.pdf,Latent Bandits.,"Odalric-Ambrym Maillard, Shie Mannor",None,http://proceedings.mlr.press/v32/maillard14.pdf
ICML,2014,fast_allocation_of_gaussian_process_experts__1640161f.pdf,Fast Allocation of Gaussian Process Experts,"Trung Nguyen, Edwin Bonilla",None,http://proceedings.mlr.press/v32/nguyena14.pdf
ICML,2014,von_misesfisher_clustering_models__407e38aa.pdf,Von Mises-Fisher Clustering Models,"Siddharth Gopal, Yiming Yang",None,http://proceedings.mlr.press/v32/gopal14.pdf
ICML,2014,convergence_rates_for_persistence_diagram_estimation_in_topological_data_analysis__45ab4f88.pdf,Convergence rates for persistence diagram estimation in Topological Data Analysis,"Frédéric Chazal, Marc Glisse, Catherine Labruère, Bertrand Michel",None,http://proceedings.mlr.press/v32/chazal14.pdf
ICML,2014,buffer_kd_trees_processing_massive_nearest_neighbor_queries_on_gpus__96fd6ac4.pdf,Buffer k-d Trees: Processing Massive Nearest Neighbor Queries on GPUs,"Fabian Gieseke, Justin Heinermann, Cosmin Oancea, Christian Igel",None,http://proceedings.mlr.press/v32/gieseke14.pdf
ICML,2014,austerity_in_mcmc_land_cutting_the_metropolishastings_budget__bf3c5351.pdf,Austerity in MCMC Land: Cutting the Metropolis-Hastings Budget,"Anoop Korattikara, Yutian Chen, Max Welling",None,http://proceedings.mlr.press/v32/korattikara14.pdf
ICML,2014,understanding_the_limiting_factors_of_topic_modeling_via_posterior_contraction_analysis__0bdecc0e.pdf,Understanding the Limiting Factors of Topic Modeling via Posterior Contraction Analysis,"Jian Tang, Zhaoshi Meng, Xuanlong Nguyen, Qiaozhu Mei, Ming Zhang",None,http://proceedings.mlr.press/v32/tang14.pdf
ICML,2014,the_inverse_regression_topic_model__e92be7dc.pdf,The Inverse Regression Topic Model,"Maxim Rabinovich, David Blei",None,http://proceedings.mlr.press/v32/rabinovich14.pdf
ICML,2014,a_consistent_histogram_estimator_for_exchangeable_graph_models__d447e704.pdf,A Consistent Histogram Estimator for Exchangeable Graph Models,"Stanley Chan, Edoardo Airoldi",None,http://proceedings.mlr.press/v32/chan14.pdf
ICML,2014,latent_variable_copula_inference_for_bundle_pricing_from_retail_transaction_data__90d13c0f.pdf,Latent Variable Copula Inference for Bundle Pricing from Retail Transaction Data,"Benjamin Letham, Wei Sun, Anshul Sheopuri",None,http://proceedings.mlr.press/v32/letham14.pdf
ICML,2014,towards_minimax_online_learning_with_unknown_time_horizon__2232faa7.pdf,Towards Minimax Online Learning with Unknown Time Horizon,"Haipeng Luo, Robert Schapire",None,http://proceedings.mlr.press/v32/luo14.pdf
ICML,2014,factorized_point_process_intensities_a_spatial_analysis_of_professional_basketball__0c50b16c.pdf,Factorized Point Process Intensities: A Spatial Analysis of Professional Basketball,"Andrew Miller, Luke Bornn, Ryan Adams, Kirk Goldsberry",None,http://proceedings.mlr.press/v32/miller14.pdf
ICML,2014,margins_kernels_and_nonlinear_smoothed_perceptrons__5004ad1c.pdf,"Margins, Kernels and Non-linear Smoothed Perceptrons","Aaditya Ramdas, Javier Peña",None,http://proceedings.mlr.press/v32/ramdas14.pdf
ICML,2014,robust_regbayes_selectively_incorporating_firstorder_logic_domain_knowledge_into_bayesian_models__6d32331e.pdf,Robust RegBayes: Selectively Incorporating First-Order Logic Domain Knowledge into Bayesian Models,"Shike Mei, Jun Zhu, Jerry Zhu",None,http://proceedings.mlr.press/v32/mei14.pdf
ICML,2014,learning_theory_and_algorithms_for_revenue_optimization_in_second_price_auctions_with_reserve__6987a275.pdf,Learning Theory and Algorithms for revenue optimization in second price auctions with reserve,"Mehryar Mohri, Andres Munoz Medina",None,http://proceedings.mlr.press/v32/mohri14.pdf
ICML,2014,lowdensity_parity_constraints_for_hashingbased_discrete_integration__46ae64d4.pdf,Low-density Parity Constraints for Hashing-Based Discrete Integration,"Stefano Ermon, Carla Gomes, Ashish Sabharwal, Bart Selman",None,http://proceedings.mlr.press/v32/ermon14.pdf
ICML,2014,prediction_with_limited_advice_and_multiarmed_bandits_with_paid_observations__f7a7e8ab.pdf,Prediction with Limited Advice and Multiarmed Bandits with Paid Observations,"Yevgeny Seldin, Peter Bartlett, Koby Crammer, Yasin Abbasi-Yadkori",None,http://proceedings.mlr.press/v32/seldin14.pdf
ICML,2014,bayesian_nonparametric_multilevel_clustering_with_grouplevel_contexts__b2f16275.pdf,Bayesian Nonparametric Multilevel Clustering with Group-Level Contexts,"Tien Vu Nguyen, Dinh Phung, Xuanlong Nguyen, Swetha Venkatesh, Hung Bui",None,http://proceedings.mlr.press/v32/nguyenb14.pdf
ICML,2014,largemargin_metric_learning_for_constrained_partitioning_problems__e3f97d03.pdf,Large-Margin Metric Learning for Constrained Partitioning Problems,"Rémi Lajugie, Francis Bach, Sylvain Arlot",None,http://proceedings.mlr.press/v32/lajugie14.pdf
ICML,2014,wasserstein_propagation_for_semisupervised_learning__d8c588b3.pdf,Wasserstein Propagation for Semi-Supervised Learning,"Justin Solomon, Raif Rustamov, Leonidas Guibas, Adrian Butscher",None,http://proceedings.mlr.press/v32/solomon14.pdf
ICML,2014,maxmargin_infinite_hidden_markov_models__0a1a9eff.pdf,Max-Margin Infinite Hidden Markov Models,"Aonan Zhang, Jun Zhu, Bo Zhang",None,http://proceedings.mlr.press/v32/zhangb14.pdf
ICML,2014,efficient_approximation_of_crossvalidation_for_kernel_methods_using_bouligand_influence_function__f716a708.pdf,Efficient Approximation of Cross-Validation for Kernel Methods using Bouligand Influence Function,"Yong Liu, Shali Jiang, Shizhong Liao",None,http://proceedings.mlr.press/v32/liua14.pdf
ICML,2014,generalized_exponential_concentration_inequality_for_renyi_divergence_estimation__6e0e82e3.pdf,Generalized Exponential Concentration Inequality for Renyi Divergence Estimation,"Shashank Singh, Barnabas Poczos",None,http://proceedings.mlr.press/v32/singh14.pdf
ICML,2014,boosting_with_online_binary_learners_for_the_multiclass_bandit_problem__eef84497.pdf,Boosting with Online Binary Learners for the Multiclass Bandit Problem,"Shang-Tse Chen, Hsuan-Tien Lin, Chi-Jen Lu",None,http://proceedings.mlr.press/v32/chenb14.pdf
ICML,2014,optimal_budget_allocation_theoretical_guarantee_and_efficient_algorithm__c546d2d7.pdf,Optimal Budget Allocation: Theoretical Guarantee and Efficient Algorithm,"Tasuku Soma, Naonori Kakimura, Kazuhiro Inaba, Ken-ichi Kawarabayashi",None,http://proceedings.mlr.press/v32/soma14.pdf
ICML,2014,computing_parametric_ranking_models_via_rankbreaking__cf1cffaf.pdf,Computing Parametric Ranking Models via Rank-Breaking,"Hossein Azari Soufiani, David Parkes, Lirong Xia",None,http://proceedings.mlr.press/v32/soufiani14.pdf
ICML,2014,tracking_adversarial_targets__c491eeea.pdf,Tracking Adversarial Targets,"Yasin Abbasi-Yadkori, Peter Bartlett, Varun Kanade",None,http://proceedings.mlr.press/v32/abbasi-yadkori14.pdf
ICML,2014,online_bayesian_passiveaggressive_learning__e058fb40.pdf,Online Bayesian Passive-Aggressive Learning,"Tianlin Shi, Jun Zhu",None,http://proceedings.mlr.press/v32/shi14.pdf
ICML,2014,deterministic_policy_gradient_algorithms__8e69440c.pdf,Deterministic Policy Gradient Algorithms,"David Silver, Guy Lever, Nicolas Heess, Thomas Degris, Daan Wierstra, Martin Riedmiller",None,http://proceedings.mlr.press/v32/silver14.pdf
ICML,2014,modeling_correlated_arrival_events_with_latent_semimarkov_processes__daf800ea.pdf,Modeling Correlated Arrival Events with Latent Semi-Markov Processes,"Wenzhao Lian, Vinayak Rao, Brian Eriksson, Lawrence Carin",None,http://proceedings.mlr.press/v32/lian14.pdf
ICML,2014,towards_scaling_up_markov_chain_monte_carlo_an_adaptive_subsampling_approach__ef57f2c2.pdf,Towards scaling up Markov chain Monte Carlo: an adaptive subsampling approach,"Rémi Bardenet, Arnaud Doucet, Chris Holmes",None,http://proceedings.mlr.press/v32/bardenet14.pdf
ICML,2014,diagnosis_determination_decision_trees_optimizing_simultaneously_worst_and_expected_testing_cost__380181c1.pdf,Diagnosis determination: decision trees optimizing simultaneously worst and expected testing cost,"Ferdinando Cicalese, Eduardo Laber, Aline Medeiros Saettler",None,http://proceedings.mlr.press/v32/cicalese14.pdf
ICML,2014,condensed_filter_tree_for_costsensitive_multilabel_classification__59b5c2c0.pdf,Condensed Filter Tree for Cost-Sensitive Multi-Label Classification,"Chun-Liang Li, Hsuan-Tien Lin",None,http://proceedings.mlr.press/v32/lia14.pdf
ICML,2014,on_measure_concentration_of_random_maximum_aposteriori_perturbations__0e4f9e12.pdf,On Measure Concentration of Random Maximum A-Posteriori Perturbations,"Francesco Orabona, Tamir Hazan, Anand Sarwate, Tommi Jaakkola",None,http://proceedings.mlr.press/v32/orabona14.pdf
ICML,2014,bias_in_natural_actorcritic_algorithms__091a53d9.pdf,Bias in Natural Actor-Critic Algorithms,Philip Thomas,None,http://proceedings.mlr.press/v32/thomas14.pdf
ICML,2014,dimensionfree_concentration_bounds_on_hankel_matrices_for_spectral_learning__f3838756.pdf,Dimension-free Concentration Bounds on Hankel Matrices for Spectral Learning,"François Denis, Mattias Gybels, Amaury Habrard",None,http://proceedings.mlr.press/v32/denis14.pdf
ICML,2014,on_modelling_nonlinear_topical_dependencies__ab2434ce.pdf,On Modelling Non-linear Topical Dependencies,"Zhixing Li, Siqiang Wen, Juanzi Li, Peng Zhang, Jie Tang",None,http://proceedings.mlr.press/v32/lib14.pdf
ICML,2014,a_deep_and_tractable_density_estimator__d802abba.pdf,A Deep and Tractable Density Estimator,"Benigno Uria, Iain Murray, Hugo Larochelle",None,http://proceedings.mlr.press/v32/uria14.pdf
ICML,2014,near_dimension_independent_risk_bounds_for_differentially_private_learning__d41b82ac.pdf,(Near) Dimension Independent Risk Bounds for Differentially Private Learning,"Prateek Jain, Abhradeep Guha Thakurta",None,http://proceedings.mlr.press/v32/jain14.pdf
ICML,2014,quasimonte_carlo_feature_maps_for_shiftinvariant_kernels__d26fb30b.pdf,Quasi-Monte Carlo Feature Maps for Shift-Invariant Kernels,"Jiyan Yang, Vikas Sindhwani, Haim Avron, Michael Mahoney",None,http://proceedings.mlr.press/v32/yangb14.pdf
ICML,2014,discriminative_features_via_generalized_eigenvectors__f636e6bd.pdf,Discriminative Features via Generalized Eigenvectors,"Nikos Karampatziakis, Paul Mineiro",None,http://proceedings.mlr.press/v32/karampatziakis14.pdf
ICML,2014,forwardbackward_greedy_algorithms_for_general_convex_smooth_functions_over_a_cardinality_constraint__957da777.pdf,Forward-Backward Greedy Algorithms for General Convex Smooth Functions over A Cardinality Constraint,"Ji Liu, Jieping Ye, Ryohei Fujimaki",None,http://proceedings.mlr.press/v32/liub14.pdf
ICML,2014,online_learning_in_markov_decision_processes_with_changing_cost_sequences__b8e1a57d.pdf,Online Learning in Markov Decision Processes with Changing Cost Sequences,"Travis Dick, Andras Gyorgy, Csaba Szepesvari",None,http://proceedings.mlr.press/v32/dick14.pdf
ICML,2014,unimodal_bandits_regret_lower_bounds_and_optimal_algorithms__b67ca034.pdf,Unimodal Bandits: Regret Lower Bounds and Optimal Algorithms,"Richard Combes, Alexandre Proutiere",None,http://proceedings.mlr.press/v32/combes14.pdf
ICML,2014,maximum_mean_discrepancy_for_class_ratio_estimation_convergence_bounds_and_kernel_selection__62702637.pdf,Maximum Mean Discrepancy for Class Ratio Estimation: Convergence Bounds and Kernel Selection,"Arun Iyer, Saketha Nath, Sunita Sarawagi",None,http://proceedings.mlr.press/v32/iyer14.pdf
ICML,2014,asymptotically_consistent_estimation_of_the_number_of_change_points_in_highly_dependent_time_series__2f71b872.pdf,Asymptotically consistent estimation of the number of change points in highly dependent time series,"Azadeh Khaleghi, Daniil Ryabko",None,http://proceedings.mlr.press/v32/khaleghi14.pdf
ICML,2014,coordinatedescent_for_learning_orthogonal_matrices_through_givens_rotations__23bcca69.pdf,Coordinate-descent for learning orthogonal matrices through Givens rotations,"Uri Shalit, Gal Chechik",None,http://proceedings.mlr.press/v32/shalit14.pdf
ICML,2014,densifying_one_permutation_hashing_via_rotation_for_fast_near_neighbor_search__dd62cfd6.pdf,Densifying One Permutation Hashing via Rotation for Fast Near Neighbor Search,"Anshumali Shrivastava, Ping Li",None,http://proceedings.mlr.press/v32/shrivastava14.pdf
ICML,2014,a_divideandconquer_solver_for_kernel_support_vector_machines__f2a69211.pdf,A Divide-and-Conquer Solver for Kernel Support Vector Machines,"Cho-Jui Hsieh, Si Si, Inderjit Dhillon",None,http://proceedings.mlr.press/v32/hsieha14.pdf
ICML,2014,nuclear_norm_minimization_via_active_subspace_selection__ed5fbdce.pdf,Nuclear Norm Minimization via Active Subspace Selection,"Cho-Jui Hsieh, Peder Olsen",None,http://proceedings.mlr.press/v32/hsiehb14.pdf
ICML,2014,provable_bounds_for_learning_some_deep_representations__af6eae34.pdf,Provable Bounds for Learning Some Deep Representations,"Sanjeev Arora, Aditya Bhaskara, Rong Ge, Tengyu Ma",None,http://proceedings.mlr.press/v32/arora14.pdf
ICML,2014,largescale_multilabel_learning_with_missing_labels__5d2692c1.pdf,Large-scale Multi-label Learning with Missing Labels,"Hsiang-Fu Yu, Prateek Jain, Purushottam Kar, Inderjit Dhillon",None,http://proceedings.mlr.press/v32/yu14.pdf
ICML,2014,learning_graphs_with_a_few_hubs__af058738.pdf,Learning Graphs with a Few Hubs,"Rashish Tandon, Pradeep Ravikumar",None,http://proceedings.mlr.press/v32/tandon14.pdf
