Conference,Year,Filename,Title,Authors,Category,PDF_URL
ICLR,2023,guiding_safe_exploration_with_weakest_preconditions__7fc340e8.pdf,Guiding Safe Exploration with Weakest Preconditions,"Greg Anderson, Swarat Chaudhuri, Isil Dillig",Accept: poster,https://openreview.net/pdf?id=zzqBoIFOQ1
ICLR,2023,sampling_is_as_easy_as_learning_the_score_theory_for_diffusion_models_with_minimal_data_assumptions__4d01eea2.pdf,Sampling is as easy as learning the score: theory for diffusion models with minimal data assumptions,"Sitan Chen, Sinho Chewi, Jerry Li, Yuanzhi Li, Adil Salim, Anru Zhang",Accept: notable-top-5%,https://openreview.net/pdf?id=zyLVMgsZ0U_
ICLR,2023,micn_multiscale_local_and_global_context_modeling_for_longterm_series_forecasting__28f26c93.pdf,MICN: Multi-scale Local and Global Context Modeling for Long-term Series Forecasting,"Huiqiang Wang, Jian Peng, Feihu Huang, Jince Wang, Junhui Chen, Yifei Xiao",Accept: notable-top-5%,https://openreview.net/pdf?id=zt53IDUR1U
ICLR,2023,plot_prompt_learning_with_optimal_transport_for_visionlanguage_models__0e518608.pdf,PLOT: Prompt Learning with Optimal Transport for Vision-Language Models,"Guangyi Chen, Weiran Yao, Xiangchen Song, Xinyue Li, Yongming Rao, Kun Zhang",Accept: notable-top-25%,https://openreview.net/pdf?id=zqwryBoXYnh
ICLR,2023,improved_training_of_physicsinformed_neural_networks_using_energybased_priors_a_study_on_electrical_impedance_tomography__96316fb9.pdf,Improved Training of Physics-Informed Neural Networks Using Energy-Based Priors: a Study on Electrical Impedance Tomography,"Akarsh Pokkunuru, Pedram Rooshenas, Thilo Strauss, Anuj Abhishek, Taufiquar Khan",Accept: poster,https://openreview.net/pdf?id=zqkfJA6R1-r
ICLR,2023,energybased_outofdistribution_detection_for_graph_neural_networks__9189cf33.pdf,Energy-based Out-of-Distribution Detection for Graph Neural Networks,"Qitian Wu, Yiting Chen, Chenxiao Yang, Junchi Yan",Accept: poster,https://openreview.net/pdf?id=zoz7Ze4STUL
ICLR,2023,more_centralized_training_still_decentralized_execution_multiagent_conditional_policy_factorization__6d33c456.pdf,"More Centralized Training, Still Decentralized Execution: Multi-Agent Conditional Policy Factorization","Jiangxing Wang, Deheng Ye, Zongqing Lu",Accept: poster,https://openreview.net/pdf?id=znLlSgN-4S0
ICLR,2023,hierarchical_relational_learning_for_fewshot_knowledge_graph_completion__53c149f6.pdf,Hierarchical Relational Learning for Few-Shot Knowledge Graph Completion,"Han Wu, Jie Yin, Bala Rajaratnam, Jianyuan Guo",Accept: poster,https://openreview.net/pdf?id=zlwBI2gQL3K
ICLR,2023,error_sensitivity_modulation_based_experience_replay_mitigating_abrupt_representation_drift_in_continual_learning__636c65f5.pdf,Error Sensitivity Modulation based Experience Replay: Mitigating Abrupt Representation Drift in Continual Learning,"Fahad Sarfraz, Elahe Arani, Bahram Zonooz",Accept: poster,https://openreview.net/pdf?id=zlbci7019Z3
ICLR,2023,adaptive_optimization_in_the_inftywidth_limit__8dd50b1e.pdf,Adaptive Optimization in the $\infty$-Width Limit,"Etai Littwin, Greg Yang",Accept: poster,https://openreview.net/pdf?id=zgVDqw9ZUES
ICLR,2023,on_pretraining_language_model_for_antibody__760036ca.pdf,On Pre-training Language Model for Antibody,"Danqing Wang, Fei YE, Hao Zhou",Accept: poster,https://openreview.net/pdf?id=zaq4LV55xHl
ICLR,2023,achieving_sublinear_regret_in_infinite_horizon_average_reward_constrained_mdp_with_linear_function_approximation__9a64241a.pdf,Achieving Sub-linear Regret in Infinite Horizon Average Reward Constrained MDP with Linear Function Approximation,"Arnob Ghosh, Xingyu Zhou, Ness Shroff",Accept: poster,https://openreview.net/pdf?id=zZhX4eYNeeh
ICLR,2023,sampling_with_mollified_interaction_energy_descent__10a68874.pdf,Sampling with Mollified Interaction Energy Descent,"Lingxiao Li, qiang liu, Anna Korba, Mikhail Yurochkin, Justin Solomon",Accept: poster,https://openreview.net/pdf?id=zWy7dqOcel
ICLR,2023,fifa_making_fairness_more_generalizable_in_classifiers_trained_on_imbalanced_data__02d878d2.pdf,FIFA: Making Fairness More Generalizable in Classifiers Trained on Imbalanced Data,"Zhun Deng, Jiayao Zhang, Linjun Zhang, Ting Ye, Yates Coley, Weijie J Su, James Zou",Accept: poster,https://openreview.net/pdf?id=zVrw4OH1Lch
ICLR,2023,pdmorl_preferencedriven_multiobjective_reinforcement_learning_algorithm__9a14e313.pdf,PD-MORL: Preference-Driven Multi-Objective Reinforcement Learning Algorithm,"Toygun Basaklar, Suat Gumussoy, Umit Ogras",Accept: poster,https://openreview.net/pdf?id=zS9sRyaPFlJ
ICLR,2023,circnet_meshing_3d_point_clouds_with_circumcenter_detection__9c4600b4.pdf,CircNet: Meshing 3D Point Clouds with Circumcenter Detection,"Huan Lei, Ruitao Leng, Liang Zheng, Hongdong Li",Accept: poster,https://openreview.net/pdf?id=zQWqV2tzDv
ICLR,2023,semisupervised_learning_with_a_principled_likelihood_from_a_generative_model_of_data_curation__1c7c0c62.pdf,Semi-supervised learning with a principled likelihood from a generative model of data curation,"Stoil Krasimirov Ganev, Laurence Aitchison",Accept: poster,https://openreview.net/pdf?id=zOHQGKO3WGY
ICLR,2023,is_adversarial_training_really_a_silver_bullet_for_mitigating_data_poisoning__d9a0334c.pdf,Is Adversarial Training Really a Silver Bullet for Mitigating Data Poisoning?,"Rui Wen, Zhengyu Zhao, Zhuoran Liu, Michael Backes, Tianhao Wang, Yang Zhang",Accept: notable-top-25%,https://openreview.net/pdf?id=zKvm1ETDOq
ICLR,2023,progressive_voronoi_diagram_subdivision_enables_accurate_datafree_classincremental_learning__a1e0893c.pdf,Progressive Voronoi Diagram Subdivision Enables Accurate Data-free Class-Incremental Learning,"Chunwei Ma, Zhanghexuan Ji, Ziyun Huang, Yan Shen, Mingchen Gao, Jinhui Xu",Accept: poster,https://openreview.net/pdf?id=zJXg_Wmob03
ICLR,2023,feature_reconstruction_from_outputs_can_mitigate_simplicity_bias_in_neural_networks__4fdec74a.pdf,Feature Reconstruction From Outputs Can Mitigate Simplicity Bias in Neural Networks,"Sravanti Addepalli, Anshul Nasery, Venkatesh Babu Radhakrishnan, Praneeth Netrapalli, Prateek Jain",Accept: poster,https://openreview.net/pdf?id=zH9GcZ3ZGXu
ICLR,2023,minimax_optimal_kernel_operator_learning_via_multilevel_training__7038817d.pdf,Minimax Optimal Kernel Operator Learning via Multilevel Training,"Jikai Jin, Yiping Lu, Jose Blanchet, Lexing Ying",Accept: notable-top-25%,https://openreview.net/pdf?id=zEn1BhaNYsC
ICLR,2023,denoising_masked_autoencoders_help_robust_classification__c5645505.pdf,Denoising Masked Autoencoders Help Robust Classification,"QuanLin Wu, Hang Ye, Yuntian Gu, Huishuai Zhang, Liwei Wang, Di He",Accept: poster,https://openreview.net/pdf?id=zDjtZZBZtqK
ICLR,2023,omnigrok_grokking_beyond_algorithmic_data__14786894.pdf,Omnigrok: Grokking Beyond Algorithmic Data,"Ziming Liu, Eric J Michaud, Max Tegmark",Accept: notable-top-25%,https://openreview.net/pdf?id=zDiHoIWa0q1
ICLR,2023,tiada_a_timescale_adaptive_algorithm_for_nonconvex_minimax_optimization__53e7fb77.pdf,TiAda: A Time-scale Adaptive Algorithm for Nonconvex Minimax Optimization,"Xiang Li, Junchi YANG, Niao He",Accept: poster,https://openreview.net/pdf?id=zClyiZ5V6sL
