Conference,Year,Filename,Title,Authors,Category,PDF_URL
IJCAI,2018,language_to_action_towards_interactive_task_learning_with_physical_agents__5cbba9d6.pdf,Language to Action: Towards Interactive Task Learning with Physical Agents,"Joyce Y. Chai, Qiaozi Gao, Lanbo She, Shaohua Yang, Sari Saba-Sadiya, Guangyue Xu",Invited Speakers,https://www.ijcai.org/proceedings/2018/0001.pdf
IJCAI,2018,modelfree_modelbased_and_general_intelligence__a3ee547c.pdf,"Model-free, Model-based, and General Intelligence",Hector Geffner,Invited Speakers,https://www.ijcai.org/proceedings/2018/0002.pdf
IJCAI,2018,interactive_collaborative_robots_challenges_and_opportunities__d989dc35.pdf,"Interactive, Collaborative Robots: Challenges and Opportunities","Danica Kragic, Joakim Gustafson, Hakan Karaoguz, Patric Jensfelt, Robert Krug",Invited Speakers,https://www.ijcai.org/proceedings/2018/0003.pdf
IJCAI,2018,robust_norm_emergence_by_revealing_and_reasoning_about_context_socially_intelligent_agents_for_enhancing_privacy__e1a8faf9.pdf,Robust Norm Emergence by Revealing and Reasoning about Context: Socially Intelligent Agents for Enhancing Privacy,"Nirav Ajmeri, Hui Guo, Pradeep K. Murukannaiah, Munindar P. Singh",Agent-based and Multi-agent Systems,https://www.ijcai.org/proceedings/2018/0004.pdf
IJCAI,2018,synthesis_of_controllable_nash_equilibria_in_quantitative_objective_game__4d0ea919.pdf,"Synthesis of Controllable Nash Equilibria in Quantitative 
Objective Game","Shaull Almagor, Orna Kupferman, Giuseppe Perelli",Agent-based and Multi-agent Systems,https://www.ijcai.org/proceedings/2018/0005.pdf
IJCAI,2018,comparing_approximate_relaxations_of_envyfreeness__995c272c.pdf,Comparing Approximate Relaxations of Envy-Freeness,"Georgios Amanatidis, Georgios Birmpas, Vangelis Markakis",Agent-based and Multi-agent Systems,https://www.ijcai.org/proceedings/2018/0006.pdf
IJCAI,2018,reasoning_about_consensus_when_opinions_diffuse_through_majority_dynamics__ae67959d.pdf,Reasoning about Consensus when Opinions Diffuse through Majority Dynamics,"Vincenzo Auletta, Diodato Ferraioli, Gianluigi Greco",Agent-based and Multi-agent Systems,https://www.ijcai.org/proceedings/2018/0007.pdf
IJCAI,2018,egalitarian_committee_scoring_rules__4fb63a69.pdf,Egalitarian Committee Scoring Rules,"Haris Aziz, Piotr Faliszewski, Bernard Grofman, Arkadii Slinko, Nimrod Talmon",Agent-based and Multi-agent Systems,https://www.ijcai.org/proceedings/2018/0008.pdf
IJCAI,2018,truthful_fair_division_without_free_disposal__4a6688a9.pdf,Truthful Fair Division without Free Disposal,"Xiaohui Bei, Guangda Huzhang, Warut Suksompong",Agent-based and Multi-agent Systems,https://www.ijcai.org/proceedings/2018/0009.pdf
IJCAI,2018,accountable_approval_sorting__9393311d.pdf,Accountable Approval Sorting,"Khaled Belahcene, Yann Chevaleyre, Christophe Labreuche, Nicolas Maudet, Vincent Mousseau, Wassila Ouerdane",Agent-based and Multi-agent Systems,https://www.ijcai.org/proceedings/2018/0010.pdf
