Conference,Year,Filename,Title,Authors,Category,PDF_URL
IJCAI,2023,evaluating_humanai_interaction_via_usability_user_experience_and_acceptance_measures_for_mmmc_a_creative_ai_system_for_music_composition__ddff4790.pdf,"Evaluating Human-AI Interaction via Usability, User Experience and Acceptance Measures for MMM-C: A Creative AI System for Music Composition","Renaud Bougueng Tchemeube, Jeffrey Ens, Cale Plut, Philippe Pasquier, Maryam Safi, Yvan Grabit, Jean-Baptiste Rolland",AI and Arts,https://www.ijcai.org/proceedings/2023/0640.pdf
IJCAI,2023,the_accompanion_combining_reactivity_robustness_and_musical_expressivity_in_an_automatic_piano_accompanist__0ad3b218.pdf,"The ACCompanion: Combining Reactivity, Robustness, and Musical Expressivity in an Automatic Piano Accompanist","Carlos Cancino-Chacón, Silvan Peter, Patricia Hu, Emmanouil Karystinaios, Florian Henkel, Francesco Foscarin, Gerhard Widmer",AI and Arts,https://www.ijcai.org/proceedings/2023/0641.pdf
IJCAI,2023,testnerf_textdriven_3d_style_transfer_via_crossmodal_learning__f8952996.pdf,TeSTNeRF: Text-Driven 3D Style Transfer via Cross-Modal Learning,"Jiafu Chen, Boyan Ji, Zhanjie Zhang, Tianyi Chu, Zhiwen Zuo, Lei Zhao, Wei Xing, Dongming Lu",AI and Arts,https://www.ijcai.org/proceedings/2023/0642.pdf
IJCAI,2023,graphbased_polyphonic_multitrack_music_generation__7e32ff07.pdf,Graph-based Polyphonic Multitrack Music Generation,"Emanuele Cosenza, Andrea Valenti, Davide Bacciu",AI and Arts,https://www.ijcai.org/proceedings/2023/0643.pdf
IJCAI,2023,towards_symbiotic_creativity_a_methodological_approach_to_compare_human_and_ai_robotic_dance_creations__b410285b.pdf,Towards Symbiotic Creativity: A Methodological Approach to Compare Human and AI Robotic Dance Creations,"Allegra De Filippo, Luca Giuliani, Eleonora Mancini, Andrea Borghesi, Paola Mello, Michela Milano",AI and Arts,https://www.ijcai.org/proceedings/2023/0644.pdf
IJCAI,2023,automating_rigid_origami_design__c7c50d41.pdf,Automating Rigid Origami Design,"Jeremia Geiger, Karolis Martinkus, Oliver Richter, Roger Wattenhofer",AI and Arts,https://www.ijcai.org/proceedings/2023/0645.pdf
IJCAI,2023,collaborative_neural_rendering_using_anime_character_sheets__2987c237.pdf,Collaborative Neural Rendering Using Anime Character Sheets,"Zuzeng Lin, Ailin Huang, Zhewei Huang",AI and Arts,https://www.ijcai.org/proceedings/2023/0646.pdf
IJCAI,2023,iberianvoxel_automatic_completion_of_iberian_ceramics_for_cultural_heritage_studies__7d4b15e3.pdf,IberianVoxel: Automatic Completion of Iberian Ceramics for Cultural Heritage Studies,"Pablo Navarro, Celia Cintas, Manuel Lucena, José Manuel Fuertes, Antonio Rueda, Rafael Segura, Carlos Ogayar-Anguita, Rolando González-José, Claudio Delrieux",AI and Arts,https://www.ijcai.org/proceedings/2023/0647.pdf
IJCAI,2023,discrete_diffusion_probabilistic_models_for_symbolic_music_generation__e0e60540.pdf,Discrete Diffusion Probabilistic Models for Symbolic Music Generation,"Matthias Plasser, Silvan Peter, Gerhard Widmer",AI and Arts,https://www.ijcai.org/proceedings/2023/0648.pdf
IJCAI,2023,learn_and_sample_together_collaborative_generation_for_graphic_design_layout__c765fb7a.pdf,Learn and Sample Together: Collaborative Generation for Graphic Design Layout,"Haohan Weng, Danqing Huang, Tong Zhang, Chin-Yew Lin",AI and Arts,https://www.ijcai.org/proceedings/2023/0649.pdf
