Conference,Year,Filename,Title,Authors,Category,PDF_URL
ICLR,2014,deep_learning_embeddings_for_discontinuous_linguistic_units__bc64eff2.pdf,Deep Learning Embeddings for Discontinuous Linguistic Units,Wenpeng Yin; Hinrich Schütze,workshop,https://arxiv.org/pdf/1312.5129.pdf
ICLR,2014,learning_factored_representations_in_a_deep_mixture_of_experts__5360d357.pdf,Learning Factored Representations in a Deep Mixture of Experts,David Eigen; Marc'Aurelio Ranzato; Ilya Sutskever,workshop,https://arxiv.org/pdf/1312.4314.pdf
ICLR,2014,learning_information_spread_in_content_networks__17da6967.pdf,Learning Information Spread in Content Networks,Unknown,workshop,https://arxiv.org/pdf/1312.6169.pdf
ICLR,2014,learning_states_representations_in_pomdp__6cce7780.pdf,Learning States Representations in POMDP,Gabriella Contardo; Ludovic Denoyer; Thierry Artieres; Patrick Gallinari,workshop,https://arxiv.org/pdf/1312.6042.pdf
ICLR,2014,distributional_models_and_deep_learning_embeddings_combining_the_best_of_both_worlds__108ec943.pdf,Distributional Models and Deep Learning Embeddings: Combining the Best of Both Worlds,Irina Sergienya; Hinrich Schütze,workshop,https://arxiv.org/pdf/1312.5559.pdf
ICLR,2014,stochastic_gradient_estimate_variance_in_contrastive_divergence_and_persistent_contrastive_divergence__7e532e0c.pdf,Stochastic Gradient Estimate Variance in Contrastive Divergence and Persistent Contrastive Divergence,Mathias Berglund; Tapani Raiko,workshop,https://arxiv.org/pdf/1312.6002.pdf
ICLR,2014,stopping_criteria_in_contrastive_divergence_alternatives_to_the_reconstruction_error__8a36eff2.pdf,Stopping Criteria in Contrastive Divergence: Alternatives to the Reconstruction Error,David Buchaca; Enrique Romero; Ferran Mazzanti; Jordi Delgado,workshop,https://arxiv.org/pdf/1312.6062.pdf
ICLR,2014,continuous_learning_engineering_super_features_with_feature_algebras__774df0df.pdf,Continuous Learning: Engineering Super Features With Feature Algebras,Michael Tetelman,workshop,https://arxiv.org/pdf/1312.5398.pdf
ICLR,2014,multimodal_transitions_for_generative_stochastic_networks__6def36f7.pdf,Multimodal Transitions for Generative Stochastic Networks,Sherjil Ozair; Li Yao; Yoshua Bengio,workshop,https://arxiv.org/pdf/1312.5578.pdf
ICLR,2014,factorial_hidden_markov_models_for_learning_representations_of_natural_language__7492613b.pdf,Factorial Hidden Markov Models for Learning Representations of Natural Language,Anjan Nepal; Alexander Yates,workshop,https://arxiv.org/pdf/1312.6168.pdf
ICLR,2014,can_recursive_neural_tensor_networks_learn_logical_reasoning__0181429a.pdf,Can recursive neural tensor networks learn logical reasoning?,Samuel R. Bowman,workshop,https://arxiv.org/pdf/1312.6192.pdf
ICLR,2014,a_primaldual_method_for_training_recurrent_neural_networks_constrained_by_the_echostate_property__a192d2a3.pdf,A Primal-Dual Method for Training Recurrent Neural Networks Constrained by the Echo-State Property,Jianshu Chen; Li Deng,workshop,https://arxiv.org/pdf/1311.6091.pdf
ICLR,2014,ratedistortion_autoencoders__7380e72f.pdf,Rate-Distortion Auto-Encoders,Luis G. Sanchez Giraldo; Jose C. Principe,workshop,https://arxiv.org/pdf/1312.7381.pdf
ICLR,2014,lowrank_approximations_for_conditional_feedforward_computation_in_deep_neural_networks__4544af8e.pdf,Low-Rank Approximations for Conditional Feedforward Computation in Deep Neural Networks,Andrew Davis; Itamar Arel,workshop,https://arxiv.org/pdf/1312.4461.pdf
ICLR,2014,semistochastic_quadratic_bound_methods__065fee24.pdf,Semistochastic Quadratic Bound Methods,Aleksandr Y. Aravkin; Anna Choromanska; Tony Jebara; Dimitri Kanevsky,workshop,https://arxiv.org/pdf/1309.1369.pdf
ICLR,2014,an_architecture_for_distinguishing_between_predictors_and_inhibitors_in_reinforcement_learning__3e9dd42d.pdf,An Architecture for Distinguishing between Predictors and Inhibitors in Reinforcement Learning,Tuesday April 15:,workshop,https://arxiv.org/pdf/1312.5714.pdf
ICLR,2014,multigpu_training_of_convnets__a2b557cd.pdf,Multi-GPU Training of ConvNets,Omry Yadan; Keith Adams; Yaniv Taigman; Marc'Aurelio Ranzato,workshop,https://arxiv.org/pdf/1312.5853.pdf
ICLR,2014,gpu_asynchronous_stochastic_gradient_descent_to_speed_up_neural_network_training__1e631535.pdf,GPU Asynchronous Stochastic Gradient Descent to Speed Up Neural Network Training,Thomas Huang; Zhe Lin; Hailin Jin; Jianchao Yang; Thomas Paine,workshop,https://arxiv.org/pdf/1312.6186.pdf
ICLR,2014,generic_deep_networks_with_wavelet_scattering__602c2880.pdf,Generic Deep Networks with Wavelet Scattering,Edouard Oyallon; Stéphane Mallat; Laurent Sifre,workshop,https://arxiv.org/pdf/1312.5940.pdf.pdf
ICLR,2014,deep_learning_for_classgeneric_object_detection__be16f2b4.pdf,Deep learning for class-generic object detection,Brody Huval; Adam Coates; Andrew Ng,workshop,https://arxiv.org/pdf/1312.6885.pdf
ICLR,2014,deep_inside_convolutional_networks_visualising_image_classification_models_and_saliency_maps__784467ad.pdf,Deep Inside Convolutional Networks: Visualising Image Classification Models and Saliency Maps,Karen Simonyan; Andrea Vedaldi; Andrew Zisserman,workshop,https://arxiv.org/pdf/1312.6034.pdf
ICLR,2014,unsupervised_feature_learning_by_augmenting_single_images__da1d9aa4.pdf,Unsupervised feature learning by augmenting single images,Alexey Dosovitskiy; Jost Tobias Springenberg; Thomas Brox,workshop,https://arxiv.org/pdf/1312.5242.pdf
ICLR,2014,correlationbased_construction_of_neighborhood_and_edge_features__d5646df5.pdf,Correlation-based construction of neighborhood and edge features,Balázs Kégl,workshop,https://arxiv.org/pdf/1312.7335.pdf
ICLR,2014,modeling_correlations_in_spontaneous_activity_of_visual_cortex_with_centered_gaussianbinary_deep_boltzmann_machines__8742396d.pdf,Modeling correlations in spontaneous activity of visual cortex with centered Gaussian-binary deep Boltzmann machines,Nan Wang; Laurenz Wiskott; Dirk Jancke,workshop,https://arxiv.org/pdf/1312.6108.pdf
ICLR,2014,understanding_deep_architectures_using_a_recursive_convolutional_network__cc8197a2.pdf,Understanding Deep Architectures using a Recursive Convolutional Network,David Eigen; Jason Rolfe; Rob Fergus; Yann LeCun,workshop,https://arxiv.org/pdf/1312.1847.pdf
ICLR,2014,learning_highlevel_image_representation_for_image_retrieval_via_multitask_dnn_using_clickthrough_data__b4aed6e3.pdf,Learning High-level Image Representation for Image Retrieval via Multi-Task DNN using Clickthrough Data,Wei Yu; Tiejun Zhao; Yalong Bai; Wei-Ying Ma; Kuiyuan Yang,workshop,https://arxiv.org/pdf/1312.4740.pdf
ICLR,2014,oneshot_adaptation_of_supervised_deep_convolutional_models__939941d6.pdf,One-Shot Adaptation of Supervised Deep Convolutional Models,Judy Hoffman; Eric Tzeng; Jeff Donahue; Yangqing Jia; Kate Saenko; Trevor Darrell,workshop,https://arxiv.org/pdf/1312.6204.pdf
ICLR,2014,improving_deep_neural_networks_with_probabilistic_maxout_units__38231558.pdf,Improving Deep Neural Networks with Probabilistic Maxout Units,Jost Tobias Springenberg; Martin Riedmiller,workshop,https://arxiv.org/pdf/1312.6116.pdf
ICLR,2014,efficient_visual_coding_from_retina_to_v2__924b004c.pdf,Efficient Visual Coding: From Retina To V2,Honghao Shan; Garrison Cottrell,workshop,https://arxiv.org/pdf/1312.6077.pdf
ICLR,2014,deep_learning_for_neuroimaging_a_validation_study__a272aaeb.pdf,Deep learning for neuroimaging: a validation study,Sergey M. Plis; Devon R. Hjelm; Ruslan Salakhutdinov; Vince D. Calhoun,workshop,https://arxiv.org/pdf/1312.5847.pdf
ICLR,2014,image_representation_learning_using_graph_regularized_autoencoders__5b42c051.pdf,Image Representation Learning Using Graph Regularized Auto-Encoders,Yiyi Liao; Yue Wang; Yong Liu,workshop,https://arxiv.org/pdf/1312.0786.pdf
ICLR,2014,deep_belief_networks_for_image_denoising__9a115578.pdf,Deep Belief Networks for Image Denoising,Mohammad Ali Keyvanrad; Mohammad Pezeshki; Mohammad Mehdi Homayounpour,workshop,https://arxiv.org/pdf/1312.6158.pdf
ICLR,2014,approximated_infomax_early_stopping_revisiting_gaussian_rbms_on_natural_images__4fcbfc23.pdf,Approximated Infomax Early Stopping: Revisiting Gaussian RBMs on Natural Images,Taichi Kiwaki; Takaki Makino; Kazuyuki Aihara,workshop,https://arxiv.org/pdf/1312.5412.pdf
ICLR,2014,report_abuse__4282fedf.pdf,Report Abuse,Unknown,oral,https://arxiv.org/pdf/reportAbuse.html.pdf
