Conference,Year,Filename,Title,Authors,Category,PDF_URL
AAAI,2018,batting_order_setup_in_one_day_international_cricket__29076c44.pdf,Batting Order Setup in One Day International Cricket,"Masoumeh Izadi, Simranjeet Narula",IAAI Technical: Challenge Papers,https://cdn.aaai.org/ojs/11314/11314-13-14842-1-2-20201228.pdf
AAAI,2018,ai_challenges_in_synthetic_biology_engineering__0f974dbf.pdf,AI Challenges in Synthetic Biology Engineering,"Fusun Yaman, Aaron Adler, Jacob Beal",IAAI Technical: Challenge Papers,https://cdn.aaai.org/ojs/11315/11315-13-14843-1-2-20201228.pdf
AAAI,2018,conditional_linear_regression__40a56b45.pdf,Conditional Linear Regression,"Diego Calderon, Brendan Juba, Zongyi Li, Lisa Ruan",Student Abstract Track,https://cdn.aaai.org/ojs/12200/12200-13-15728-1-2-20201228.pdf
AAAI,2018,playing_snes_games_with_neuroevolution_of_augmenting_topologies__0366bad6.pdf,Playing SNES Games With NeuroEvolution of Augmenting Topologies,"Son Pham, Keyi Zhang, Tung Phan, Jasper Ding, Christopher Dancy",Student Abstract Track,https://cdn.aaai.org/ojs/12199/12199-13-15727-1-2-20201228.pdf
AAAI,2018,lifelong_learning_networks_beyond_single_agent_lifelong_learning__f9b60ded.pdf,Lifelong Learning Networks: Beyond Single Agent Lifelong Learning,"Mohammad Rostami, Eric Eaton",Student Abstract Track,https://cdn.aaai.org/ojs/12198/12198-13-15726-1-2-20201228.pdf
AAAI,2018,solving_generalized_column_subset_selection_with_heuristic_search__3e7f41d0.pdf,Solving Generalized Column Subset Selection With Heuristic Search,"Swair Shah, Baokun He, Ke Xu, Crystal Maung, Haim Schweitzer",Student Abstract Track,https://cdn.aaai.org/ojs/12197/12197-13-15725-1-2-20201228.pdf
AAAI,2018,influence_maximization_for_social_network_based_substance_abuse_prevention__5501a0c6.pdf,Influence Maximization for Social Network Based Substance Abuse Prevention,"Aida Rahmattalabi, Anamika Barman Adhikari, Phebe Vayanos, Milind Tambe, Eric Rice, Robin Baker",Student Abstract Track,https://cdn.aaai.org/ojs/12196/12196-13-15724-1-2-20201228.pdf
AAAI,2018,adversarial_goal_generation_for_intrinsic_motivation__39e697ea.pdf,Adversarial Goal Generation for Intrinsic Motivation,"Ishan Durugkar, Peter Stone",Student Abstract Track,https://cdn.aaai.org/ojs/12195/12195-13-15723-1-2-20201228.pdf
AAAI,2018,a_framework_for_evaluating_barriers_to_the_democratization_of_artificial_intelligence__7aaa318c.pdf,A Framework for Evaluating Barriers to the Democratization of Artificial Intelligence,Colin Garvey,Student Abstract Track,https://cdn.aaai.org/ojs/12194/12194-13-15722-1-2-20201228.pdf
AAAI,2018,consonantvowel_sequences_as_subword_units_for_codemixed_languages__1026de22.pdf,Consonant-Vowel Sequences as Subword Units for Code-Mixed Languages,"Upendra Kumar, Vishal Singh, Chris Andrew, Santhoshini Reddy, Amitava Das",Student Abstract Track,https://cdn.aaai.org/ojs/12193/12193-13-15721-1-2-20201228.pdf
AAAI,2018,imitation_upper_confidence_bound_for_bandits_on_a_graph__68927598.pdf,Imitation Upper Confidence Bound for Bandits on a Graph,"Andrei Lupu, Doina Precup",Student Abstract Track,https://cdn.aaai.org/ojs/12183/12183-13-15711-1-2-20201228.pdf
AAAI,2018,adversary_is_the_best_teacher_towards_extremely_compact_neural_networks__44a90571.pdf,Adversary Is the Best Teacher: Towards Extremely Compact Neural Networks,"Ameya Prabhu, Harish Krishna, Soham Saha",Student Abstract Track,https://cdn.aaai.org/ojs/12182/12182-13-15710-1-2-20201228.pdf
AAAI,2018,planbased_intention_revision__a4a5ce28.pdf,Plan-Based Intention Revision,"Adam Amos-Binks, R. Young",Student Abstract Track,https://cdn.aaai.org/ojs/12181/12181-13-15709-1-2-20201228.pdf
